ca_pcgr,ca_ipm,ca_macc,ca_psm,ca_eo,ca_rh,ca_rmi,ca_re,ca_cim,ca_psncc,ca_pa,ca_arat,ca_ipda,ca_mp,ca_ipgm,ca_pe,id
0.2,0.5,0.25,0.403125,0.0,0.25,0.3333333,0.2,0.0,1.0,0.0,1.0,1.0,0.4,1.0,0.716603,1918
0.2,0.25,0.75,0.171875,0.3333333,0.5,0.5,0.2,1.0,0.0,0.0,1.0,0.6666667,0.0,0.3333333,0.638711,1919
0.6,0.0,0.5,0.31875,0.6666667,0.5,0.5,0.2,1.0,1.0,0.5,1.0,1.0,0.6,,0.659185,1920
0.0,0.25,0.5,0.19625,0.3333333,0.0,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.2,,0.475477,1921
0.2,0.375,0.25,0.280625,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.668201,1922
0.0,0.0,0.25,0.2975,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.4,,0.517834,1923
0.2,0.0,0.5,0.226875,0.6666667,0.5,0.6666667,0.2,1.0,0.0,0.0,1.0,1.0,0.6,0.0,0.623565,1924
0.2,0.0,0.0,0.1,0.0,0.0,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.0,,0.551763,1925
0.4,0.125,0.25,0.354375,0.5,0.25,0.8333333,0.2,1.0,0.0,0.0,1.0,1.0,0.2,1.0,0.613937,1926
0.2,0.0,0.25,0.375625,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.676679,1927
0.6,0.5,0.75,0.296875,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,1.0,0.5261846,0.618038,1928
0.4,0.5,0.0,0.669375,0.6666667,0.25,0.6666667,0.6,1.0,0.0,1.0,1.0,1.0,0.2,1.0,0.707722,1929
0.0,0.0,0.0,0.29375,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.666794,1930
0.0,0.5,0.25,0.5875,0.0,0.25,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.6736,1931
0.0,0.0,0.0,0.3158125,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.700503,1932
0.2,0.125,0.25,0.53125,0.3333333,0.5,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.0,,0.681237,1933
0.8,0.375,0.5,0.466875,0.3333333,0.5,0.3333333,0.2,1.0,1.0,0.0,1.0,1.0,0.0,,0.591193,1934
0.0,0.25,0.0,0.1775,0.3333333,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.0,,0.647532,1935
0.2,0.0,0.5,0.274375,0.5,0.25,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.2,,0.573147,1936
0.0,0.25,0.25,0.53,0.3333333,0.75,0.6666667,0.2,1.0,0.0,0.0,1.0,0.6666667,0.6,1.0,0.625707,1937
0.0,0.0,0.5,0.2204188,0.6666667,0.25,0.6666667,0.2,0.0,0.0,0.5,1.0,1.0,0.0,,0.600418,1938
0.2,0.125,0.75,0.300625,0.3333333,0.5,0.8333333,0.4,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.618755,1939
0.2,0.0,0.5,0.135625,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.4,0.8461539,0.689509,1940
0.0,0.25,0.0,0.178125,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.8,,0.648323,1941
0.6,0.5,0.25,0.3125,0.0,0.25,0.3333333,0.2,1.0,1.0,0.0,1.0,1.0,0.4,1.0,0.538516,1942
0.0,0.25,0.25,0.316875,0.3333333,0.5,0.6666667,0.2,0.0,1.0,0.5,1.0,0.6666667,0.0,1.0,0.540524,1943
0.4,0.25,0.0,0.34125,1.0,0.75,0.6666667,0.2,1.0,0.0,0.0,1.0,1.0,0.6,,0.660925,1944
1.0,0.5,0.5,0.35,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.60284,1945
0.0,0.375,0.0,0.40625,0.8333333,0.25,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.0,,0.657274,1946
0.6,0.125,0.5,0.234375,0.6666667,0.75,0.6666667,0.4,1.0,0.0,0.0,1.0,1.0,0.0,,0.577938,1947
0.8,0.5,0.0,0.62375,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,0.3333333,0.2,,0.614837,1948
0.2,0.375,0.25,0.44375,0.3333333,0.75,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.2,1.0,0.618095,1949
0.2,0.125,0.0,0.47,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.660548,1950
0.0,0.0,0.25,0.384375,0.6666667,0.25,0.8333333,0.2,1.0,1.0,0.0,1.0,0.6666667,0.4,0.7272727,0.596743,1951
0.4,0.125,0.25,0.30625,0.6666667,0.25,0.6666667,0.4,1.0,0.0,0.0,1.0,1.0,0.8,0.0,0.692866,1952
0.6,0.125,1.0,0.499375,0.6666667,0.5,0.8333333,0.2,1.0,0.0,0.5,1.0,0.3333333,0.2,,0.622746,1953
0.2,0.0,0.25,0.378125,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.671051,1954
0.4,0.5,0.25,0.58375,0.3333333,0.0,0.5,0.2,0.0,0.0,0.5,1.0,0.6666667,0.8,,0.648006,1955
0.0,0.125,0.0,0.5375,0.0,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.736966,1956
0.6,0.375,0.75,0.245625,0.6666667,0.5,0.3333333,0.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.755339,1957
0.0,0.375,0.0,0.3875,0.3333333,0.25,0.3333333,0.2,0.0,0.0,1.0,1.0,0.0,0.2,1.0,0.627728,1958
0.0,0.375,0.25,0.294375,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.6,,0.755619,1959
0.4,0.25,0.0,0.278125,0.3333333,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.718939,1960
0.0,0.5,0.0,0.38125,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.6,1.0,0.666446,1961
0.0,0.375,0.0,0.235625,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,0.5,1.0,1.0,1.0,0.606147,1962
0.4,0.125,0.25,0.171875,0.3333333,1.0,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.0,,0.696644,1963
0.0,0.375,0.25,0.469375,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.65677,1964
0.2,0.25,0.0,0.2076813,0.6666667,0.25,0.3333333,0.2,0.0,0.0,0.5,1.0,1.0,0.6,0.8181818,0.661818,1965
0.6,0.25,0.0,0.18125,0.6666667,0.25,0.5,0.2,0.0,1.0,0.0,1.0,0.6666667,0.6,1.0,0.729543,1966
0.6,0.375,0.5,0.29375,0.3333333,0.0,0.5,0.2,0.0,1.0,1.0,1.0,1.0,0.2,1.0,0.72697,1967
0.4,0.25,0.25,0.36875,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.646435,1968
0.2,0.25,0.25,0.3625,0.6666667,0.5,0.5,0.2,1.0,0.0,1.0,1.0,0.6666667,0.4,1.0,0.587579,1969
0.4,0.375,0.25,0.15625,0.6666667,1.0,0.3333333,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.682617,1970
0.8,0.375,0.5,0.261875,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.742789,1971
0.0,0.375,0.25,0.35,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.745863,1972
0.2,0.0,0.25,0.140625,0.6666667,0.5,0.3333333,0.2,0.0,1.0,0.0,1.0,0.6666667,0.0,,0.651616,1973
0.8,0.375,0.25,0.35625,0.3333333,0.0,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.2,,0.650558,1974
0.2,0.25,0.5,0.11875,0.6666667,0.75,0.1666667,0.2,0.0,1.0,1.0,1.0,0.6666667,0.0,,0.67911,1975
0.8,0.375,1.0,0.175,0.3333333,0.0,0.3333333,0.2,0.0,1.0,0.0,1.0,0.3333333,0.0,,0.771438,1976
0.4,0.375,0.5,0.34375,0.6666667,0.0,0.3333333,0.2,0.0,1.0,0.5,1.0,1.0,0.0,1.0,0.690989,1977
0.6,0.375,0.25,0.325,0.3333333,0.0,0.3333333,0.4,0.0,1.0,0.0,1.0,0.6666667,0.0,,0.729058,1978
0.6,0.25,0.25,0.343125,0.6666667,1.0,0.6666667,0.4,1.0,1.0,0.0,1.0,1.0,0.6,,0.765122,1979
0.4,0.375,0.0,0.34375,0.3333333,0.5,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.724898,1980
0.2,0.25,0.25,0.4,0.6666667,1.0,0.3333333,0.2,1.0,0.0,0.0,1.0,0.0,0.0,,0.695542,1981
0.0,0.25,0.0,0.37125,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.6,0.08,0.68734,1982
0.0,0.375,0.0,0.3,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.5,1.0,1.0,0.0,,0.758531,1983
0.0,0.375,0.0,0.1875,0.0,0.25,0.3333333,0.2,0.0,0.0,1.0,1.0,1.0,0.0,,0.653803,1984
0.8,0.375,0.5,0.1736375,0.0,0.0,0.3333333,0.2,,0.0,0.5,1.0,1.0,0.6,,0.766551,1985
0.4,0.5,0.0,0.253125,0.6666667,0.25,0.6666667,0.2,1.0,1.0,0.0,1.0,0.3333333,0.0,,0.663917,1986
0.4,0.375,0.25,0.303125,0.3333333,0.25,0.6666667,0.2,0.0,1.0,1.0,1.0,1.0,0.2,,0.660333,1987
0.0,0.375,0.75,0.2375,0.0,0.5,0.5,0.2,0.0,1.0,0.0,1.0,1.0,1.0,,0.804419,1988
0.4,0.5,0.75,0.3375,0.6666667,0.25,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.8,0.9032258,0.597416,1989
0.4,0.5,0.25,0.375,0.6666667,0.75,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,1.0,0.666037,1990
0.8,0.375,0.5,0.4286125,0.3333333,0.75,0.8333333,0.8,1.0,0.0,0.0,1.0,1.0,0.6,1.0,0.696872,1991
0.0,0.25,0.5,0.278125,0.5,0.5,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.788621,1992
0.8,0.375,0.75,0.303125,0.3333333,0.0,0.3333333,0.2,0.0,1.0,0.5,1.0,1.0,0.2,1.0,0.607147,1993
0.8,0.5,0.75,0.26875,0.6666667,0.25,0.1666667,0.2,0.0,1.0,0.5,1.0,0.6666667,0.0,,0.684893,1994
0.0,0.375,0.0,0.246875,0.6666667,0.75,0.5,0.2,0.0,0.0,1.0,1.0,0.0,0.0,,0.724016,1995
0.0,0.5,0.75,0.28125,0.3333333,0.0,0.3333333,0.2,0.0,1.0,0.0,1.0,0.6666667,0.0,,0.726566,1996
0.2,0.375,0.0,0.35,0.6666667,0.25,0.6666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,0.6,0.639026,1997
1.0,0.25,1.0,0.465,0.6666667,0.5,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.2,1.0,0.689997,1998
0.8,0.5,0.25,0.273125,0.3333333,0.5,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.8,1.0,0.625668,1999
0.2,0.375,0.0,0.474375,0.6666667,0.8333333,0.3333333,0.4,0.0,0.0,0.5,1.0,1.0,0.0,,0.694962,2000
0.0,0.125,0.25,0.2125,0.6666667,0.5,0.6666667,0.2,,0.0,0.0,1.0,0.0,0.4,,0.685114,2001
0.2,0.375,0.25,0.43375,0.6666667,0.5,1.0,0.4,0.0,1.0,0.5,1.0,1.0,0.2,1.0,0.814487,2002
0.0,0.125,0.0,0.5125,0.3333333,0.25,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.73202,2003
0.6,0.25,0.25,0.36625,0.3333333,0.0,0.5,0.4,0.0,1.0,0.0,1.0,0.3333333,0.4,1.0,0.652147,2004
0.2,0.0,0.0,0.42,0.6666667,0.25,0.5,0.2,0.0,0.0,1.0,1.0,1.0,0.8,0.6086956,0.615857,2005
0.6,0.25,0.25,0.290625,0.3333333,0.5,0.3333333,0.2,0.0,1.0,0.0,1.0,0.3333333,0.0,,0.722113,2006
0.0,0.25,0.5,0.35625,0.3333333,0.5,0.3333333,0.2,0.0,0.0,0.0,,,,,0.643995,2007
0.2,0.5,0.0,0.701875,0.3333333,0.75,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,,0.69408,2008
0.8,0.375,0.75,0.346875,0.3333333,0.0,0.3333333,0.2,0.0,1.0,0.0,1.0,0.6666667,0.6,,0.673899,2009
0.0,0.25,0.0,0.19375,0.6666667,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.748237,2010
1.0,0.375,0.75,0.235,0.6666667,0.5,0.6666667,0.6,0.0,0.0,1.0,1.0,1.0,0.8,,0.567865,2011
0.4,0.25,0.0,0.240625,0.3333333,0.0,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.809623,2012
0.4,0.5,0.25,0.1316375,0.6666667,0.75,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.4,0.0,0.690667,2013
0.0,0.375,0.0,0.409375,0.3333333,0.5,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.4,,0.727241,2014
1.0,0.25,0.75,0.14375,0.3333333,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.4,,0.784908,2015
0.2,0.5,0.25,0.478125,0.6666667,0.5,0.6666667,0.2,0.0,0.0,1.0,1.0,1.0,0.2,,0.674099,2016
0.0,0.125,0.25,0.2875,0.0,0.0,0.3333333,0.2,0.0,0.0,1.0,1.0,1.0,0.2,,0.691672,2017
0.4,0.25,0.0,0.3875,0.0,0.75,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.8,1.0,0.735642,2018
0.2,0.375,0.5,0.178125,0.3333333,0.25,0.5,0.2,0.0,1.0,0.5,1.0,1.0,0.4,0.7857143,0.6762,2019
0.0,0.25,0.75,0.409375,0.3333333,0.0,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.720942,2020
0.6,0.375,0.25,0.2217188,0.6666667,0.75,0.6666667,0.4,1.0,0.0,0.0,1.0,1.0,0.0,,0.649233,2021
1.0,0.5,0.25,0.421875,1.0,0.75,0.6666667,0.4,1.0,1.0,0.0,1.0,1.0,0.2,1.0,0.647506,2022
0.4,0.375,0.5,0.50625,0.6666667,0.5,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.61963,2023
0.0,0.375,0.25,0.2059875,0.6666667,0.5,0.5,0.2,1.0,0.0,0.0,1.0,0.6666667,0.4,,0.678353,2024
0.8,0.5,0.25,0.19125,0.3333333,0.0,0.1666667,0.2,0.0,1.0,0.0,1.0,0.6666667,0.6,1.0,0.617768,2025
0.4,0.25,0.25,0.31875,0.6666667,0.25,0.5,0.2,0.0,1.0,1.0,1.0,1.0,0.0,,0.789699,2026
0.2,0.0,0.0,0.555,0.0,0.5,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.620948,2027
0.6,0.375,0.75,0.871875,0.6666667,0.25,0.6666667,0.2,0.0,1.0,0.0,1.0,1.0,0.2,0.8245614,0.691468,2028
0.6,0.25,0.75,0.196875,0.0,0.25,0.3333333,0.2,,0.0,0.5,1.0,0.6666667,0.2,0.5,0.708144,2029
0.2,0.375,0.0,0.379375,0.3333333,0.5,0.5,0.4,0.0,0.0,0.0,1.0,0.6666667,0.2,0.03,0.718142,2030
0.6,0.375,0.0,0.446875,0.3333333,0.0,0.5,0.2,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.694294,2031
0.4,0.25,0.0,0.303125,0.3333333,1.0,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.4,,0.705489,2032
0.0,0.375,0.5,0.328125,0.3333333,0.25,0.5,0.2,0.0,0.0,0.5,1.0,0.6666667,0.0,,0.736188,2033
0.2,0.375,0.0,0.215,0.6666667,0.5,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.74993,2034
0.4,0.0,0.25,0.2625,0.6666667,0.25,0.5,0.2,0.0,1.0,0.0,1.0,0.6666667,0.6,1.0,0.796745,2035
0.0,0.25,0.0,0.318125,0.0,0.0,0.3333333,0.2,1.0,0.0,0.0,,,0.6,,0.76334,2036
0.0,0.5,0.5,0.2375,0.3333333,0.0,0.5,0.2,0.0,1.0,0.0,1.0,0.3333333,0.0,,0.677326,2037
0.4,0.25,0.0,0.45625,0.6666667,0.75,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.6,1.0,0.640841,2038
0.4,0.25,0.75,0.38125,0.0,0.25,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.6,0.0214286,0.609856,2039
0.2,0.25,0.5,0.3125,0.0,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.63773,2040
0.8,0.375,0.25,0.4875,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.794327,2041
0.2,0.375,0.0,0.34375,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,0.8181818,0.70798,2042
1.0,0.25,0.25,0.0625,0.3333333,0.0,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.2,1.0,0.704359,2043
0.4,0.125,0.25,0.440625,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,1.0,,0.720976,2044
0.0,0.25,0.25,0.36875,0.6666667,0.75,0.3333333,0.2,0.0,1.0,1.0,1.0,0.3333333,0.6,,0.828974,2045
0.8,0.25,0.25,0.4,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.696752,2046
0.2,0.375,0.0,0.490625,0.3333333,0.75,0.5,0.2,0.0,0.0,1.0,1.0,0.6666667,0.0,,0.739316,2047
0.8,0.5,0.25,0.9875,0.6666667,0.5,0.6666667,0.2,1.0,0.0,0.0,1.0,1.0,0.8,,0.6641,2048
0.2,0.5,0.0,0.2375,0.6666667,0.5,0.5,0.2,0.0,1.0,0.5,1.0,0.6666667,0.6,1.0,0.646606,2049
1.0,0.5,0.5,,0.3333333,0.0,0.5,0.4,0.0,1.0,0.0,1.0,1.0,0.4,1.0,0.780838,2050
0.0,0.375,0.0,0.10625,0.3333333,0.5,0.0,0.2,0.0,1.0,0.0,,,0.6,,0.694842,2051
0.6,0.5,0.25,0.3947806,0.6666667,0.25,0.8333333,0.4,0.0,1.0,0.5,1.0,0.6666667,0.8,0.3641509,0.734034,2052
0.0,0.25,0.5,0.10625,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.733577,2053
0.4,0.375,0.25,0.3125,0.6666667,0.75,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.66034,2054
0.2,0.125,0.0,0.603125,0.6666667,0.25,0.8333333,0.2,1.0,0.0,0.5,1.0,1.0,0.0,,0.733737,2055
0.4,0.25,0.25,0.478125,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.758645,2056
0.4,0.375,0.25,0.28125,0.3333333,0.25,0.3333333,0.4,1.0,0.0,0.0,1.0,1.0,0.2,,0.704979,2057
0.4,0.25,0.0,0.334375,0.6666667,0.5,0.6666667,0.2,1.0,1.0,0.0,1.0,1.0,0.0,,0.691627,2058
0.2,0.375,0.0,0.5,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.8,,0.658362,2059
0.2,0.375,0.0,0.21875,1.0,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.765417,2060
0.2,0.25,0.25,0.416875,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.5,1.0,1.0,0.0,,0.702819,2061
0.8,0.5,0.0,0.41875,0.0,0.0,0.5,0.2,0.0,0.0,0.5,1.0,1.0,0.2,,0.696078,2062
0.2,0.375,0.0,0.475,0.6666667,0.25,0.6666667,0.2,0.0,1.0,1.0,1.0,1.0,0.2,,0.671573,2063
0.0,0.375,0.5,0.3,0.6666667,0.75,0.5,0.4,0.0,0.0,0.5,1.0,1.0,0.4,,0.698536,2064
0.2,0.5,0.25,0.3375,0.3333333,0.0,0.5,0.2,0.0,1.0,0.5,1.0,1.0,0.6,0.8431373,0.721954,2065
0.0,0.375,0.0,0.259375,0.0,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,,0.681101,2066
0.0,0.0,0.0,0.34375,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.2,0.7,0.715594,2067
0.4,0.5,0.25,0.390625,0.6666667,0.8333333,0.1666667,0.2,1.0,1.0,1.0,1.0,0.6666667,0.0,,0.705869,2068
0.2,0.5,0.25,0.43,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,0.6666667,0.6,1.0,0.738268,2069
0.2,0.375,0.5,0.203125,0.6666667,1.0,0.6666667,0.2,0.0,0.0,0.0,1.0,1.0,0.6,0.7643678,0.729886,2070
0.6,0.25,0.25,0.484375,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.5,1.0,0.6666667,0.8,0.0133333,0.601054,2071
0.2,0.5,0.0,0.171875,0.6666667,0.25,0.3333333,0.2,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.758725,2072
0.4,0.5,1.0,0.5,0.0,0.0,0.5,0.8,0.0,1.0,0.0,1.0,1.0,1.0,,0.69139,2073
0.6,0.375,0.25,0.2125,0.6666667,0.25,0.6666667,0.4,0.0,1.0,0.0,1.0,0.3333333,0.4,1.0,0.697713,2074
1.0,0.375,0.5,0.415625,0.6666667,0.75,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.723071,2075
0.4,0.375,0.25,0.309375,0.6666667,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.2,,0.710284,2076
0.6,0.5,0.25,0.4075,0.5,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.6,,0.771819,2077
0.0,0.375,0.0,0.278125,0.3333333,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.2,,0.708358,2078
0.8,0.25,0.75,0.374375,0.6666667,0.75,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.6,,0.680133,2079
0.6,0.25,0.5,0.4455625,0.6666667,0.5,0.6666667,0.2,0.0,0.0,0.5,1.0,1.0,0.0,1.0,0.682626,2080
0.0,0.375,0.25,0.58125,0.3333333,0.5,0.5,0.2,1.0,0.0,0.0,1.0,1.0,0.2,,0.658632,2081
0.0,0.25,0.25,0.234375,0.3333333,0.0,0.1666667,0.2,0.0,1.0,0.0,1.0,0.3333333,1.0,1.0,0.638902,2082
0.4,0.375,0.75,0.46,0.6666667,0.75,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,0.5769231,0.717701,2083
0.2,0.25,0.0,0.3934813,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.5,1.0,0.6666667,0.6,1.0,0.630722,2084
0.0,0.25,0.0,0.24375,0.3333333,0.25,0.3333333,0.4,1.0,1.0,0.0,1.0,1.0,0.2,,0.641322,2085
0.4,0.25,0.25,0.121875,0.6666667,0.5,0.1666667,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.704412,2086
0.0,0.5,0.25,0.1736375,0.3333333,0.0,0.5,0.8,0.0,1.0,0.0,0.5,1.0,0.4,1.0,0.694169,2087
0.0,0.375,1.0,0.321875,0.6666667,0.75,0.6666667,0.2,0.0,1.0,0.0,1.0,1.0,0.4,1.0,0.598768,2088
0.4,0.375,0.0,0.38125,0.3333333,0.0,0.1666667,0.4,0.0,0.0,1.0,0.5,0.0,0.4,,0.699711,2089
0.2,0.375,0.0,0.5,0.3333333,0.5,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.6,,0.813541,2090
0.4,0.25,0.25,0.2375,0.6666667,0.5,0.3333333,0.2,0.0,0.0,0.5,1.0,0.6666667,0.0,,0.670009,2091
0.0,0.375,0.0,0.4125,0.0,0.25,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.759467,2092
0.4,0.375,0.75,0.405,0.6666667,0.75,0.3333333,0.4,0.0,0.0,0.0,1.0,1.0,0.4,,0.620431,2093
0.2,0.375,0.0,0.225,0.3333333,0.0,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.6,0.8888889,0.769334,2094
0.4,0.25,0.25,0.5396875,0.0,0.25,0.5,0.4,0.0,0.0,0.0,1.0,1.0,0.2,0.0,0.78143,2095
0.2,0.25,0.25,0.296875,0.0,0.25,0.1666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.4,,0.678457,2096
0.6,0.375,0.75,0.36875,0.6666667,0.25,0.5,0.2,0.0,1.0,0.5,1.0,1.0,0.0,,0.67367,2097
0.2,0.25,0.5,0.421875,0.3333333,0.5,0.6666667,0.2,0.0,0.0,0.0,1.0,0.6666667,0.6,1.0,0.673059,2098
0.6,0.25,0.25,0.2625,0.3333333,0.25,0.3333333,0.2,0.0,0.0,0.0,1.0,1.0,0.4,1.0,0.794405,2099
0.0,0.0,0.25,0.25,0.3333333,0.5,0.5,0.2,0.0,0.0,0.0,1.0,0.0,0.0,,0.720775,2100
0.2,0.375,0.25,0.31875,0.6666667,0.25,0.3333333,0.2,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.672432,2101
0.4,0.25,0.25,0.38125,0.6666667,0.5,0.5,0.4,0.0,0.0,1.0,1.0,1.0,0.4,1.0,0.700228,2102
0.0,0.125,0.0,0.15625,0.3333333,0.0,0.0,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.665576,2103
1.0,0.5,0.75,0.41875,0.5,0.75,0.6666667,0.2,0.0,1.0,0.0,0.5,1.0,0.0,,0.616947,2104
0.2,0.375,0.5,0.23125,0.3333333,0.5,0.3333333,0.2,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.665101,2105
0.4,0.375,0.0,0.5,0.6666667,0.75,0.8333333,0.6,0.0,0.0,0.0,1.0,1.0,1.0,0.2380952,0.654689,2106
0.0,0.25,0.25,0.203125,0.3333333,0.0,0.5,0.2,0.0,0.0,0.0,1.0,1.0,0.0,,0.768903,2107
0.4,0.5,0.0,0.2525,0.6666667,0.75,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.0,,0.649749,2108
0.0,0.25,0.5,0.490625,0.3333333,0.25,0.5,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.687522,2109
0.4,0.375,0.0,0.125,0.6666667,0.5,0.3333333,0.4,0.0,0.0,0.5,1.0,1.0,0.8,0.875,0.669269,2110
0.8,0.375,0.25,0.353125,0.3333333,0.0,0.3333333,0.4,1.0,0.0,0.0,1.0,1.0,0.4,1.0,0.667682,2111
0.8,0.25,0.5,0.3075,0.6666667,0.75,0.5,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.717542,2112
0.2,0.25,0.0,0.135625,0.3333333,0.25,0.3333333,0.2,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.712668,2113
0.2,0.25,0.0,0.38125,0.3333333,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.6666667,0.0,,0.618888,2114
