antiguedad,elevacion,escasez,falla_in,Falta_in,falta_dren,health,ingreso,ponding,CM,PRECIP,id,dens_pop
33,0.0,0.0625,0.609,0.0103,0.074,0.6725,0.74536,13.625,0.642762,710,1851,0.26764
64,0.0,0.0625,0.779,0.024,0.074,0.50375,0.78946,6.73125,0.45325,712,1852,0.2585
64,0.0,0.0625,0.769,0.0029,0.076,0.44375,0.71046,7.0475,0.432915,729,1853,0.0777
64,0.0,0.0625,0.778,0.0097,0.0,0.0,0.2971,5.0825,0.450153,729,1854,0.0
64,0.0,0.0625,0.785,0.0109,0.018,0.05375,0.2971,0.265,0.464184,724,1855,0.00271
64,0.0,0.0625,0.812,0.1349,0.074,0.2725,0.6653,5.3875,0.515091,721,1856,0.31231
64,0.0,0.0625,0.779,0.0279,0.074,0.245,0.71091,4.2,0.452078,720,1857,0.22801
64,0.0,0.0625,0.788,0.014,0.075,0.46,0.73102,4.94125,0.468675,719,1858,0.13902
64,0.0,0.0625,0.747,0.0161,0.074,0.16625,0.77742,11.45625,0.391632,715,1859,0.1565
64,0.0,0.0625,0.802,0.0189,0.074,0.45375,0.74734,7.745,0.495258,710,1860,0.27114
64,0.0,0.0625,0.833,0.0439,0.074,0.46875,0.78161,7.0425,0.555453,706,1861,0.35794
64,0.0,0.0625,0.68,0.027,0.018,2.4075,0.75059,5.84625,0.265216,743,1862,0.31842
64,0.0,0.0625,0.708,0.0274,0.018,3.88625,0.80881,5.3075,0.318215,739,1863,0.25997
64,0.0,0.0625,0.699,0.0486,0.074,2.40625,0.78757,1.75125,0.301367,740,1864,0.29863
64,0.0,0.0625,0.73,0.0232,0.018,5.26875,0.75502,2.63375,0.358717,736,1865,0.31432
64,0.0,0.0625,0.731,0.0139,0.074,0.37125,0.7341,2.5525,0.36198,735,1866,0.22892
64,0.0,0.0625,0.746,0.0086,0.074,3.74125,0.67076,1.4075,0.390265,734,1867,0.28501
64,0.0,0.0625,0.754,0.0055,0.074,0.13375,0.86481,1.57375,0.404798,733,1868,0.27656
64,0.0,0.0625,0.754,0.1429,0.074,0.455,0.68335,9.83,0.405439,731,1869,0.14244
64,0.0,0.0625,0.719,0.0549,0.074,0.61375,0.74942,10.04125,0.339219,717,1870,0.23898
64,0.0,0.0625,0.735,0.0387,0.074,0.39875,0.75673,9.8625,0.368787,715,1871,0.21227
64,0.0,0.0625,0.736,0.0448,0.018,0.3875,0.78519,11.625,0.371632,713,1872,0.29965
64,0.0,0.0625,0.725,0.0157,0.018,0.3325,0.75803,6.27,0.349233,713,1873,0.30343
64,0.0,0.0625,0.766,0.0096,0.074,0.57375,0.75605,5.18625,0.426806,710,1874,0.33265
64,0.0,0.0625,0.797,0.0127,0.075,0.37,0.70597,6.91375,0.485802,707,1875,0.37059
64,0.0,0.0625,0.673,0.0163,0.018,0.22375,0.7141,3.42625,0.252022,741,1876,0.15946
64,0.0,0.0625,0.685,0.0151,0.074,0.43375,0.76477,3.28375,0.273919,740,1877,0.22433
64,0.0,0.0625,0.688,0.0148,0.075,0.97375,0.71516,1.795,0.280223,738,1878,0.31336
64,0.0,0.0625,0.745,0.0443,0.074,0.2825,0.71792,3.60375,0.388591,731,1879,0.25579
64,0.0,0.0625,0.75,0.0335,0.018,0.28,0.72216,2.255,0.396848,730,1880,0.41184
64,0.0,0.0625,0.756,0.0328,0.074,0.3,0.70258,1.31125,0.407922,729,1881,0.43978
64,0.0,0.0625,0.759,0.0217,0.074,0.25875,0.69509,1.3725,0.414868,728,1882,0.43727
64,0.0,0.0625,0.763,0.014,0.079,0.205,0.70616,1.42,0.422594,727,1883,0.24491
33,0.0,0.0625,0.48,0.0171,0.074,0.0,0.2971,2.22375,0.39802,725,1884,0.00232
64,0.0,0.0625,0.723,0.1042,1.0,0.4,0.72831,2.22125,0.346276,723,1885,0.54869
33,0.0,0.0625,0.437,0.0112,0.074,0.16875,0.75211,0.09625,0.316095,721,1886,0.25341
64,0.0,0.0625,0.724,0.0107,0.074,0.32,0.73185,2.125,0.348591,719,1887,0.35961
64,0.0,0.0625,0.713,0.0218,0.076,0.2825,0.74009,8.06125,0.327587,717,1888,0.34888
64,0.0,0.0625,0.72,0.0244,1.0,0.47,0.76703,11.61125,0.341199,713,1889,0.36782
64,0.0,0.0625,0.718,0.0157,0.018,0.31,0.77814,6.79625,0.335927,711,1890,0.34553
64,0.0,0.0625,0.732,0.0241,0.018,0.40375,0.73823,0.03625,0.362399,709,1891,0.46262
33,0.0,0.0625,0.455,0.03,0.074,0.31125,0.72325,8.5475,0.350432,707,1892,0.32632
64,0.0,0.0625,0.717,0.0326,0.074,0.38375,0.77026,11.625,0.335565,706,1893,0.35586
64,0.0,0.0625,0.717,0.0366,1.0,0.65375,0.69522,1.04,0.334003,734,1894,0.31962
64,0.0,0.0625,0.714,0.0254,0.076,0.47875,0.72426,0.44375,0.329679,732,1895,0.42771
64,0.0,0.0625,0.719,0.0127,0.074,0.37,0.70687,3.94875,0.339554,731,1896,0.44189
64,0.0,0.0625,0.731,1.0,0.018,0.72375,0.72964,3.08,0.360474,730,1897,0.45299
64,0.0,0.0625,0.736,0.0113,0.074,0.72875,0.72674,1.41875,0.371799,728,1898,0.41382
33,0.0,0.0625,0.451,0.013,0.018,0.2125,0.72581,4.29125,0.343849,728,1899,0.45592
64,0.0,0.0625,0.755,0.0058,1.0,0.25875,0.67697,5.83875,0.407113,727,1900,0.49457
64,0.0,0.0625,0.745,0.0089,0.018,0.23375,0.71676,1.565,0.388536,727,1901,0.61501
33,0.0,0.0625,0.475,0.0115,0.074,0.2125,0.73488,4.99875,0.388033,726,1902,0.29294
33,0.0,0.0625,0.461,0.0332,0.074,0.5125,0.80412,0.4625,0.363124,726,1903,0.40591
64,0.0,0.0625,0.743,0.0336,0.074,0.2575,0.71002,0.6475,0.384296,725,1904,0.42474
64,0.0,0.0625,0.737,0.0098,0.074,0.40125,0.71806,1.215,0.372413,724,1905,0.57019
64,0.0,0.0625,0.729,0.0254,0.018,0.3075,0.72891,2.25,0.358494,723,1906,0.556
33,0.0,0.0625,0.451,0.0238,0.074,0.375,0.68468,2.28625,0.342483,722,1907,0.58463
64,0.0,0.0625,0.715,0.0138,0.074,0.24375,0.70515,2.25,0.330767,723,1908,0.44393
64,0.0,0.0625,0.71,0.014,0.074,0.2975,0.71729,0.74375,0.322259,722,1909,0.60141
33,0.0,0.0625,0.436,0.0229,0.018,0.30625,0.67572,0.62125,0.314031,721,1910,0.43196
64,0.0,0.0625,0.664,0.0249,0.074,0.42875,0.83725,1.09625,0.235035,742,1911,0.22243
64,0.0,0.0625,0.673,0.0074,0.018,0.505,0.81413,0.1275,0.251409,740,1912,0.24388
64,0.0,0.0625,0.674,0.0069,0.084,0.4425,0.75734,0.04875,0.253808,739,1913,0.31927
64,0.0,0.0625,0.673,0.0,0.018,0.52125,0.82091,1.1725,0.252134,737,1914,0.25436
64,0.0,0.0625,0.692,0.0461,0.074,0.59375,0.71767,0.28,0.288006,735,1915,0.33094
64,0.0,0.0625,0.705,0.0183,0.018,0.19875,0.74735,0.05625,0.312497,733,1916,0.32092
33,0.0,0.0625,0.413,0.0213,1.0,0.53,0.71522,0.1225,0.27152,732,1917,0.44856
33,0.0,0.0625,0.426,0.0122,0.074,0.43625,0.83412,0.0075,0.2959,730,1918,0.35392
33,0.0,0.0625,0.428,0.0039,0.074,0.3175,0.81786,0.0,0.30053,727,1919,0.36263
33,0.0,0.0625,0.437,0.0108,0.074,0.23875,0.85084,0.0,0.317043,725,1920,0.32216
64,0.0,0.0625,0.655,0.0079,0.074,0.37875,0.86814,1.52,0.217294,744,1921,0.1739
64,0.0,0.0625,0.667,0.0105,0.074,0.43375,0.8145,1.54625,0.240056,742,1922,0.13591
64,0.0,0.0625,0.671,0.0193,0.074,0.6775,0.85355,1.54875,0.24848,738,1923,0.17936
64,0.0,0.0625,0.676,0.0106,0.074,0.5025,0.82426,0.02375,0.257378,737,1924,0.3154
33,0.0,0.0625,0.407,0.0155,0.074,0.33,0.71602,4.1825,0.258996,729,1925,0.46696
33,0.0,0.0625,0.405,0.0102,0.074,0.59625,0.78108,0.26,0.255397,728,1926,0.48527
33,0.0,0.0625,0.417,0.0178,0.074,0.24125,0.83079,0.1175,0.279107,726,1927,0.25224
64,0.0,0.0625,0.644,0.0097,0.074,0.555,0.84078,1.34125,0.195844,745,1928,0.20747
64,0.0,0.0625,0.651,0.0137,0.074,0.36625,0.79673,0.2475,0.208926,743,1929,0.18255
64,0.0,0.0625,0.655,0.0125,0.074,0.35,0.79654,0.3225,0.217796,741,1930,0.16362
64,0.0,0.0625,0.658,0.0096,0.074,0.7475,0.84833,0.2475,0.222176,739,1931,0.20976
64,0.0,0.0625,0.739,0.0064,0.074,0.06875,0.8159,2.68625,0.376206,704,1932,0.31173
33,0.0,0.0625,0.437,0.0098,0.079,0.18375,0.8053,1.7375,0.317043,704,1933,0.20971
33,0.0,0.0625,0.437,0.0142,0.074,0.2325,0.75139,0.82875,0.316513,721,1934,0.27983
33,0.0,0.0625,0.438,0.0166,0.082,0.13375,0.80706,1.61,0.319107,704,1935,0.35229
33,0.0,0.0625,0.444,0.028,0.074,0.2525,0.74179,0.94375,0.329233,721,1936,0.34319
33,0.0,0.0625,0.433,0.0142,1.0,0.49875,0.73029,0.045,0.309568,731,1937,0.56105
33,0.0,0.0625,0.413,0.0292,0.074,0.63,0.69162,0.18125,0.27205,736,1938,0.4035
33,0.0,0.0625,0.417,0.0314,1.0,0.39375,0.69827,0.0,0.279498,734,1939,0.46683
33,0.0,0.0625,0.412,0.0402,0.074,0.34,0.71985,0.00875,0.269038,731,1940,0.38803
33,0.0,0.0625,0.441,0.0576,0.018,0.34875,0.69175,0.00875,0.323877,721,1941,0.46911
64,0.0,0.0625,0.776,0.0164,0.074,0.41625,0.78375,4.57,0.446499,726,1942,0.18987
64,0.0,0.0625,0.752,0.0234,0.074,0.3775,0.71692,0.0,0.401562,723,1943,0.17131
64,0.0,0.0625,0.709,0.0119,0.074,0.2075,0.84328,3.82875,0.319358,736,1944,0.20894
64,0.0,0.0625,0.733,0.0075,0.018,0.4075,0.74043,0.01125,0.364519,734,1945,0.34795
33,0.0,0.0625,0.45,0.0136,0.018,0.2775,0.71876,0.6875,0.34106,723,1946,0.36872
33,0.0,0.0625,0.427,0.0189,0.074,0.17125,0.68521,0.60875,0.297434,722,1947,0.68573
33,0.0,0.0625,0.429,0.0171,0.074,0.06875,0.70061,0.20375,0.301646,723,1948,0.13503
64,0.0,0.0625,0.851,0.0073,0.075,0.97875,0.78762,13.625,0.589261,717,1949,0.40956
64,0.0,0.0625,0.782,0.0062,0.074,0.22625,0.80194,3.7025,0.458884,716,1950,0.33717
64,0.0,0.0625,0.838,1.0,0.074,0.1825,0.80429,6.77125,0.563654,720,1951,0.15835
64,0.0,0.0625,0.835,0.012,0.018,0.5275,0.80708,4.515,0.557964,719,1952,0.27299
64,0.0,0.0625,0.867,0.0122,0.018,0.365,0.73885,5.1975,0.618996,703,1953,0.2792
33,0.0,0.0625,0.534,0.0127,0.075,0.42125,0.75426,3.0425,0.501227,703,1954,0.2279
33,0.0,0.0625,0.547,0.0106,0.075,0.6,0.78806,2.71625,0.526025,699,1955,0.28101
33,0.0,0.0625,0.639,0.0068,0.074,0.2075,0.72363,4.71375,0.700307,697,1956,0.28158
33,0.0,0.0625,0.442,0.004,0.074,0.32125,0.88,1.03625,0.325356,716,1957,0.29065
33,0.0,0.0625,0.476,0.0226,0.081,0.18,0.71739,0.3625,0.3906,702,1958,0.36236
33,0.0,0.0625,0.585,0.0194,0.018,0.16,0.74034,0.61,0.596457,696,1959,0.33993
33,0.0,0.0625,0.649,0.0349,0.074,0.13625,0.75063,4.38375,0.719526,694,1960,0.24877
33,0.0,0.0625,0.433,0.0228,0.018,0.1475,0.87271,2.7575,0.309847,719,1961,0.16654
33,0.0,0.0625,0.435,0.0128,0.074,0.1275,0.9174,1.1925,0.312692,717,1962,0.15077
33,0.0,0.0625,0.442,0.0244,0.018,0.14625,0.87433,1.025,0.325662,716,1963,0.2475
33,0.0,0.0625,0.455,0.0135,0.074,0.18375,0.73549,3.09875,0.350823,699,1964,0.37886
33,0.0,0.0625,0.493,0.0234,0.074,0.1225,0.68466,0.24,0.422232,696,1965,0.43025
33,0.0,0.0625,0.633,0.0328,0.018,0.16125,0.70443,6.38625,0.687559,687,1966,0.19664
33,0.0,0.0625,0.434,0.0098,0.074,0.26,0.89644,0.72125,0.310516,718,1967,0.21176
33,0.0,0.0625,0.433,0.0119,0.074,0.2425,0.88178,2.38,0.310042,716,1968,0.24802
33,0.0,0.0625,0.426,0.0214,0.076,0.3,0.65078,2.02625,0.296597,702,1969,0.24845
33,0.0,0.0625,0.448,0.0182,0.0,0.0,0.2971,1.3625,0.33749,701,1970,0.0
33,0.0,0.0625,0.441,0.0139,0.074,0.13,0.74836,0.13125,0.323626,698,1971,0.4758
33,0.0,0.0625,0.438,0.0193,0.074,0.11,0.73309,0.0,0.317908,697,1972,0.40883
33,0.0,0.0625,0.453,0.0129,0.018,0.20375,0.72363,0.0,0.347615,696,1973,0.5748
33,0.0,0.0625,0.682,0.0118,0.074,0.30375,0.71822,4.1225,0.781534,681,1974,0.2648
33,0.0,0.0625,0.571,0.0082,0.074,0.21,0.80267,6.3975,0.57046,685,1975,0.2242
33,0.0,0.0625,0.547,0.0138,0.074,0.16125,0.79532,6.875,0.52477,685,1976,0.50368
33,0.0,0.0625,0.429,0.0157,0.074,0.10375,0.80416,3.98875,0.301255,685,1977,0.40356
33,0.0,0.0625,0.592,0.019,0.074,0.2425,0.69322,5.2825,0.611325,678,1978,0.20571
33,0.0,0.0625,0.395,0.0178,0.018,1.1075,0.76967,4.29125,0.236179,736,1979,0.23399
33,0.0,0.0625,0.391,0.02,0.074,0.6075,0.69563,5.15875,0.229205,734,1980,0.43957
33,0.0,0.0625,0.392,0.0101,0.018,0.36625,0.68907,0.305,0.231771,730,1981,0.29007
33,0.0,0.0625,0.382,0.0117,0.074,0.35875,0.72942,0.86875,0.211576,730,1982,0.30849
33,0.0,0.0625,0.396,0.0179,0.074,0.5025,0.67866,3.245,0.238717,726,1983,0.44245
33,0.0,0.0625,0.383,0.0313,0.074,0.35625,0.69529,4.5475,0.215146,726,1984,0.30614
33,0.0,0.0625,0.415,0.0366,0.074,1.06375,0.6624,3.58,0.274784,709,1985,0.25105
33,0.0,0.0625,0.425,0.0148,0.079,0.735,0.6352,3.63625,0.293501,706,1986,0.18635
33,0.0,0.0625,0.403,0.0098,0.018,1.3475,0.71583,1.425,0.252971,705,1987,0.30142
33,0.0,0.0625,0.308,0.0066,0.078,0.34,0.7416,2.1075,0.072524,685,1988,0.22128
33,0.0,0.0625,0.388,0.01,0.078,0.215,0.6349,0.065,0.222929,677,1989,0.21686
33,0.0,0.0625,0.629,0.015,0.018,0.2125,0.63022,1.70875,0.680697,674,1990,0.22986
64,0.0,0.0625,0.616,0.0206,0.075,1.88875,0.76402,2.80625,0.143264,746,1991,0.32166
64,0.0,0.0625,0.594,0.0103,0.018,1.49625,0.75232,1.66125,0.101032,748,1992,0.21408
64,0.0,0.0625,0.618,0.02,0.074,1.72625,0.79341,1.5875,0.147336,743,1993,0.31308
64,0.0,0.0625,0.63,0.0041,0.078,2.86375,0.799,1.53125,0.169707,740,1994,0.29061
64,0.0,0.0625,0.644,0.0134,0.018,0.57625,0.79361,0.85125,0.195676,732,1995,0.19564
33,0.0,0.0625,0.382,0.0232,0.074,1.06625,0.67872,0.86125,0.21272,708,1996,0.3027
33,0.0,0.0625,0.387,0.0451,0.018,1.0925,0.76168,0.6175,0.222008,706,1997,0.28621
33,0.0,0.0625,0.382,0.0341,0.018,0.29625,0.65917,4.50875,0.212273,703,1998,0.21258
33,0.0,0.0625,0.481,0.0322,0.018,0.145,0.72517,4.11625,0.400753,681,1999,0.46245
33,0.0,0.0625,0.615,0.0264,0.074,0.2375,0.71255,3.66625,0.654198,679,2000,0.48136
33,0.0,0.0625,0.57,0.0192,0.074,0.24875,0.71069,1.35375,0.569623,678,2001,0.44759
33,0.0,0.0625,0.532,0.0249,0.076,0.25375,0.67649,0.63,0.497796,673,2002,0.15988
33,0.0,0.0625,0.663,0.049,0.074,0.26,0.60901,4.06375,0.744435,671,2003,0.24978
33,0.0,0.0625,0.65,0.0201,0.074,0.1725,0.63384,4.00625,0.721172,667,2004,0.17836
64,0.0,0.0625,0.579,0.0089,0.018,0.83,0.87821,5.55875,0.07325,750,2005,0.14101
64,0.0,0.0625,0.594,0.0524,0.018,0.61,0.90266,3.03125,0.102483,747,2006,0.14561
64,0.0,0.0625,0.625,0.011,0.074,0.62625,0.81105,3.1075,0.160809,738,2007,0.1744
64,0.0,0.0625,0.63,0.0494,0.074,0.695,0.77977,2.44625,0.169763,736,2008,0.24361
64,0.0,0.0625,0.63,0.017,0.074,0.83625,0.76539,3.5725,0.168954,734,2009,0.24983
64,0.0,0.0625,0.629,0.0141,0.018,1.3625,0.76939,1.455,0.167922,732,2010,0.28794
64,0.0,0.0625,0.604,0.0076,0.074,0.68,0.81029,1.70625,0.120921,729,2011,0.05446
64,0.0,0.0625,0.595,0.012,0.075,1.80875,0.58173,2.42875,0.103124,723,2012,0.33355
64,0.0,0.0625,0.555,0.0033,0.075,1.315,0.65369,1.48625,0.027727,719,2013,0.26992
33,0.0,0.0625,0.325,0.0092,0.018,1.32,0.55651,1.33125,0.105272,714,2014,0.18616
33,0.0,0.0625,0.57,0.0093,0.018,0.1825,0.72991,3.51875,0.569707,677,2015,0.3574
33,0.0,0.0625,0.496,0.0212,0.076,0.2075,0.7111,0.8875,0.429233,675,2016,0.31336
33,0.0,0.0625,0.349,0.0123,0.074,0.28375,0.68383,0.59,0.149177,670,2017,0.15601
64,0.0,0.0625,0.571,0.0078,0.074,1.15,0.89436,1.48875,0.057545,752,2018,0.17718
64,0.0,0.0625,0.595,0.0118,0.074,0.4375,0.87068,3.27375,0.104156,743,2019,0.15415
64,0.0,0.0625,0.603,0.081,0.074,0.39,0.85422,6.035,0.11947,741,2020,0.16475
33,0.0,0.0625,0.405,0.0438,0.018,0.2675,0.63271,3.67125,0.255955,673,2021,0.23763
64,0.0,0.0625,0.602,0.0602,0.018,0.2625,0.62726,8.58875,0.116346,669,2022,0.26837
64,0.0,0.0625,0.618,0.3115,0.076,0.1625,0.65071,8.08375,0.147001,666,2023,0.21354
18,0.0,0.0625,0.483,0.0165,0.074,0.21,0.71233,3.4675,0.660502,658,2024,0.45422
18,0.0,0.0625,0.365,0.0142,0.074,0.1075,0.75366,3.15125,0.436346,658,2025,0.33569
64,0.0,0.0625,0.571,0.0484,0.074,0.805,0.90455,1.40125,0.058661,753,2026,0.15746
64,0.0,0.0625,0.592,0.0346,0.074,0.48125,0.8589,2.895,0.097573,744,2027,0.17387
64,0.0,0.0625,0.588,0.1315,0.074,1.1425,0.80157,1.66125,0.090237,743,2028,0.30645
64,0.0,0.0625,0.604,0.3943,0.074,0.99125,0.84989,1.01375,0.120893,738,2029,0.21603
64,0.0,0.0625,0.603,0.0167,0.018,1.10625,0.81568,4.69,0.11788,736,2030,0.25364
64,0.0,0.0625,0.605,0.0089,0.074,1.7275,0.78354,4.78875,0.122008,733,2031,0.33043
64,0.0,0.0625,0.582,0.0125,0.075,1.59625,0.64989,0.8675,0.079275,726,2032,0.37824
64,0.0,0.0625,0.552,0.0136,0.018,1.2975,0.71704,2.4375,0.022287,722,2033,0.26873
64,0.0,0.0625,0.55,0.0103,0.08,1.17875,0.70658,1.36625,0.018243,715,2034,0.25658
33,0.0,0.0625,0.326,0.0095,0.018,0.35875,0.71001,1.05,0.106667,704,2035,0.27966
33,0.0,0.0625,0.332,0.0113,0.074,0.45,0.75638,3.405,0.116792,702,2036,0.30662
33,0.0,0.0625,0.364,0.0079,0.074,0.60875,0.79576,1.4875,0.178187,697,2037,0.29399
33,0.0,0.0625,0.409,0.0129,0.018,0.285,0.76636,1.3725,0.263375,695,2038,0.26409
33,0.0,0.0625,0.394,0.0067,0.074,0.45875,0.7984,1.57875,0.235704,695,2039,0.39843
33,0.0,0.0625,0.5,0.0094,0.074,0.18875,0.63406,0.0325,0.436653,684,2040,0.15919
33,0.0,0.0625,0.456,0.0261,0.018,0.1675,0.63314,0.01125,0.352134,680,2041,0.12364
33,0.0,0.0625,0.359,0.0395,0.018,0.25,0.58287,1.66375,0.168731,676,2042,0.2003
33,0.0,0.0625,0.318,0.0,0.074,0.025,0.59636,10.29,0.090628,668,2043,0.20066
33,0.0,0.0625,0.382,1.0,0.074,0.16,0.61271,14.82,0.212971,663,2044,0.12616
18,0.0,0.0625,0.301,0.0423,0.018,0.17,0.732,2.265,0.314979,660,2045,0.51524
18,0.0,0.0625,0.294,0.0226,1.0,0.1525,0.73671,2.35625,0.302427,659,2046,0.44255
64,0.0,0.0625,0.586,0.0242,0.074,0.31875,0.84375,1.93875,0.08636,739,2047,0.10476
64,0.0,0.0625,0.588,0.0116,0.074,0.27125,0.77751,1.59125,0.089596,735,2048,0.06208
64,0.0,0.0625,0.577,0.0212,0.074,0.70375,0.83529,0.5175,0.069986,732,2049,0.22187
64,0.0,0.0625,0.553,0.0102,0.074,0.24125,0.74556,1.60625,0.024658,729,2050,0.03077
33,0.0,0.0625,0.269,0.0814,0.018,1.07,0.75432,0.30375,0.0,721,2051,0.29356
33,0.0,0.0625,0.27,0.0367,0.018,0.29,0.72608,1.9325,0.000837,706,2052,0.18438
33,0.0,0.0625,0.278,0.0384,0.074,0.225,0.76351,0.1075,0.015035,703,2053,0.22261
33,0.0,0.0625,0.305,0.0257,0.074,0.33,0.78569,1.56125,0.065941,700,2054,0.25423
33,0.0,0.0625,0.374,0.0249,0.074,0.16625,0.83531,3.695,0.196653,697,2055,0.22951
33,0.0,0.0625,0.42,0.0215,0.074,0.08125,0.84715,3.60375,0.284435,695,2056,0.28281
33,0.0,0.0625,0.426,0.0265,0.018,0.2325,0.7579,1.435,0.295788,693,2057,0.26482
33,0.0,0.0625,0.413,0.066,0.018,0.1925,0.77258,2.9175,0.270377,692,2058,0.14528
33,0.0,0.0625,0.43,0.0145,0.074,0.14625,0.6715,3.1425,0.30357,687,2059,0.33806
33,0.0,0.0625,0.305,0.0213,0.0,0.0,0.2971,1.21625,0.065718,662,2060,0.0
18,0.0,0.0625,0.172,0.016,0.018,0.15,0.56659,5.5775,0.070823,660,2061,0.18608
33,0.0,0.0625,0.306,0.0042,0.018,1.12125,0.73417,1.7,0.068033,738,2062,0.25559
33,0.0,0.0625,0.28,0.0299,0.075,1.28875,0.69985,1.33875,0.019024,734,2063,0.26324
33,0.0,0.0625,0.267,0.0604,0.074,1.60125,0.68063,1.1525,0.0,730,2064,0.20208
33,0.0,0.0625,0.269,0.0413,0.074,0.30875,0.75818,1.7425,0.0,708,2065,0.28059
33,0.0,0.0625,0.276,0.0274,0.018,0.175,0.71042,1.1225,0.01205,705,2066,0.15617
33,0.0,0.0625,0.281,0.0269,0.074,0.19125,0.83896,1.1,0.020669,702,2067,0.22975
33,0.0,0.0625,0.322,0.0293,0.074,0.15375,0.86335,1.26875,0.099052,699,2068,0.19805
33,0.0,0.0625,0.309,0.0548,0.074,0.1225,0.82851,2.05,0.07378,699,2069,0.22209
33,0.0,0.0625,0.385,0.0894,0.074,0.16125,0.86675,1.065,0.217685,697,2070,0.22276
33,0.0,0.0625,0.437,0.0721,0.074,0.165,0.92462,0.575,0.316457,695,2071,0.19507
33,0.0,0.0625,0.434,0.0443,1.0,0.1825,0.91008,0.31,0.311855,695,2072,0.2648
33,0.0,0.0625,0.42,0.0,0.074,0.12625,0.74731,2.20875,0.284156,688,2073,0.17262
33,0.0,0.0625,0.496,0.0164,0.018,0.165,0.67672,0.3175,0.427699,684,2074,0.15297
33,0.0,0.0625,0.378,0.0174,0.074,0.20875,0.66535,0.04625,0.204407,680,2075,0.15024
33,0.0,0.0625,0.283,0.0149,0.018,1.13625,0.71945,0.42,0.024993,738,2076,0.21949
18,0.0,0.0625,0.133,0.0145,0.0,0.0,0.2971,0.33125,0.0,722,2077,0.0
33,0.0,0.0625,0.281,0.0162,0.018,0.43,0.73724,0.87125,0.019972,708,2078,0.28822
33,0.0,0.0625,0.346,0.0142,0.087,0.27875,0.76158,1.31375,0.143543,700,2079,0.31574
33,0.0,0.0625,0.387,0.0163,0.094,0.1825,0.73175,0.67125,0.22212,698,2080,0.34664
33,0.0,0.0625,0.4,0.0533,0.074,0.25375,0.72006,0.385,0.246527,696,2081,0.26344
33,0.0,0.0625,0.37,0.0121,0.018,0.1275,0.70916,0.33125,0.190572,693,2082,0.17283
33,0.0,0.0625,0.403,0.0739,0.018,0.1875,0.76834,1.6175,0.252803,688,2083,0.28701
33,0.0,0.0625,0.404,0.0409,0.018,0.15375,0.74031,0.93,0.254003,686,2084,0.26832
33,0.0,0.0625,0.378,0.0347,0.018,0.135,0.75042,1.2025,0.204575,684,2085,0.22867
33,0.0,0.0625,0.345,0.0189,0.018,0.10375,0.71731,1.56375,0.141395,682,2086,0.23418
33,0.0,0.0625,0.307,0.0443,0.094,0.24625,0.62565,0.89125,0.07113,679,2087,0.23967
64,0.0,0.0625,0.581,0.038,0.076,0.27375,0.64544,2.4475,0.077573,676,2088,0.2101
64,0.0,0.0625,0.63,0.0782,0.074,0.10875,0.62514,1.21625,0.169735,688,2089,0.19396
18,0.0,0.0625,0.22,0.0386,0.018,0.19625,0.63044,2.58875,0.161785,685,2090,0.21551
18,0.0,0.0625,0.135,0.0564,0.074,0.87125,0.69583,1.6675,0.000251,735,2091,0.31793
18,0.0,0.0625,0.218,0.0248,0.074,0.18,0.68076,1.10875,0.157545,700,2092,0.38426
33,0.0,0.0625,0.269,0.0275,0.074,0.1375,0.73952,0.0,0.0,736,2093,0.26641
33,0.0,0.0625,0.269,0.0324,0.074,0.1225,0.68754,0.045,0.0,738,2094,0.32099
33,0.0,0.0625,0.272,0.005,0.074,0.20875,0.7153,0.055,0.00463,737,2095,0.3336
33,0.0,0.0625,0.275,0.0114,0.076,0.43125,0.65831,1.10875,0.009289,734,2096,0.27716
33,0.0,0.0625,0.295,0.006,0.074,0.1225,0.72596,2.995,0.047197,716,2097,0.33907
33,0.0,0.0625,0.359,0.0153,0.074,0.10625,0.65972,1.03375,0.168061,706,2098,0.37964
33,0.0,0.0625,0.321,0.0339,0.074,0.17,0.9405,1.21,0.097071,734,2099,0.18722
33,0.0,0.0625,0.304,0.0484,0.074,0.085,0.7645,3.7925,0.063961,719,2100,0.18201
33,0.0,0.0625,0.329,0.0515,0.074,0.045,0.79922,1.66,0.111158,714,2101,0.21135
33,0.0,0.0625,0.398,0.0505,0.075,0.12375,0.68032,1.715,0.242343,715,2102,0.36768
33,0.0,0.0625,0.346,0.0474,0.074,0.25,0.67994,3.44125,0.145049,710,2103,0.45229
33,0.0,0.0625,0.326,0.0313,0.074,0.1825,0.64639,1.50875,0.106444,712,2104,0.42017
18,0.0,0.0625,0.144,0.0171,0.078,0.155,0.50542,2.38125,0.017629,707,2105,0.13588
33,0.0,0.0625,0.395,0.0105,0.076,0.07625,0.57348,7.5075,0.236764,727,2106,0.42504
33,0.0,0.0625,0.402,0.0321,0.018,0.11125,0.64748,1.55125,0.250934,725,2107,0.45962
64,0.0,0.0625,0.672,0.0396,1.0,0.15125,0.61747,0.79,0.249484,720,2108,0.21915
64,0.0,0.0625,0.626,0.0208,0.074,0.15,0.60506,0.44,0.162873,715,2109,0.29731
64,0.0,0.0625,0.662,0.0476,0.018,0.13375,0.58936,0.8125,0.231213,718,2110,0.32256
18,0.0,0.0625,0.156,0.079,0.074,0.0,0.2971,0.77625,0.040084,710,2111,0.00076
